EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,JobLevel,YearsAtCompany,YearsSinceLastPromotion,MonthlyIncome,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,Attrition
E00227,37,Female,Married,Bachelor,Sales,Account Executive,1,3,3,9418,No,Travel_Rarely,17,2,1,2,3,No
E00228,29,Male,Divorced,Bachelor,IT,DevOps Engineer,4,4,0,10402,No,Travel_Rarely,1,3,3,1,3,No
E00229,55,Male,Single,PhD,Operations,Logistics Coordinator,3,13,2,5546,Yes,Travel_Rarely,2,1,2,4,3,No
E00230,41,Male,Married,Master,IT,IT Support,1,2,2,5436,No,Travel_Rarely,1,2,3,1,3,Yes
E00231,33,Male,Married,Bachelor,Finance,Finance Manager,2,7,5,4279,No,Travel_Rarely,1,4,2,4,3,No
E00232,60,Female,Divorced,Bachelor,Marketing,Brand Manager,1,0,0,6289,No,Travel_Rarely,30,3,2,1,4,No
E00233,29,Male,Single,Bachelor,R&D,Senior Engineer,3,2,2,3037,No,Travel_Frequently,13,4,4,3,3,Yes
E00234,34,Female,Married,Master,Finance,Accountant,1,7,0,6407,No,Travel_Rarely,4,2,1,3,3,No
E00235,34,Male,Divorced,High School,HR,Recruiter,2,6,2,3849,No,Non-Travel,7,1,3,3,3,No
E00236,34,Female,Married,Bachelor,Finance,Accountant,3,4,2,6588,Yes,Non-Travel,18,2,4,3,4,No
E00237,25,Female,Married,PhD,R&D,Research Scientist,1,0,0,6303,Yes,Travel_Rarely,1,4,2,4,3,No
E00238,30,Female,Single,High School,IT,Data Analyst,3,1,1,8821,No,Travel_Rarely,8,2,1,4,3,No
E00239,45,Female,Single,Bachelor,Sales,Account Executive,2,2,2,4439,No,Travel_Rarely,3,2,2,2,4,No
E00240,40,Female,Single,PhD,Marketing,Content Strategist,3,2,1,12253,Yes,Travel_Rarely,4,4,1,4,3,No
E00241,33,Female,Married,High School,Finance,Finance Manager,2,0,0,8525,Yes,Travel_Rarely,4,1,4,3,3,No
E00242,34,Male,Divorced,High School,Marketing,Marketing Specialist,3,5,5,2884,No,Travel_Rarely,9,1,1,4,3,Yes
E00243,31,Male,Divorced,PhD,Sales,Sales Manager,2,3,0,5963,No,Non-Travel,1,1,3,4,3,No
E00244,39,Male,Divorced,Master,HR,HR Business Partner,1,6,0,2665,No,Travel_Frequently,3,4,4,4,4,Yes
E00245,46,Male,Married,PhD,Sales,Sales Executive,1,18,1,7089,Yes,Travel_Rarely,6,4,2,2,3,No
E00246,22,Female,Single,Master,Marketing,Content Strategist,3,4,0,5439,Yes,Travel_Rarely,1,4,4,2,3,Yes
E00247,19,Male,Single,Bachelor,R&D,Senior Engineer,2,1,1,8404,No,Travel_Frequently,30,1,1,4,3,No
E00248,26,Male,Married,PhD,Sales,Sales Executive,3,4,1,14505,Yes,Travel_Rarely,5,1,4,1,3,Yes
E00249,38,Female,Single,Master,R&D,Senior Engineer,1,3,0,7409,No,Travel_Rarely,23,2,1,2,3,No
E00250,38,Male,Married,Master,Operations,Logistics Coordinator,2,2,1,5966,No,Travel_Rarely,2,3,2,3,4,No
E00251,30,Female,Divorced,PhD,HR,HR Specialist,5,3,3,11142,No,Travel_Rarely,14,2,4,4,4,Yes
E00252,33,Male,Divorced,PhD,IT,DevOps Engineer,2,3,0,10143,No,Travel_Rarely,4,4,4,2,4,No
E00253,41,Female,Married,Bachelor,R&D,Research Scientist,4,0,0,6552,Yes,Travel_Rarely,2,3,2,4,3,No
E00254,33,Female,Married,High School,Finance,Financial Analyst,1,7,0,4013,No,Travel_Frequently,9,3,2,3,4,No
E00255,42,Male,Single,Bachelor,Operations,Logistics Coordinator,2,6,2,7572,No,Travel_Rarely,14,2,1,3,3,No
E00256,30,Male,Single,Bachelor,IT,Data Analyst,2,0,0,4150,Yes,Travel_Rarely,3,4,2,3,3,Yes
E00257,19,Male,Divorced,Master,Marketing,Marketing Specialist,3,0,0,6607,Yes,Travel_Rarely,4,4,2,2,3,Yes
E00258,36,Female,Divorced,PhD,IT,DevOps Engineer,1,1,1,8891,No,Travel_Rarely,3,4,4,3,4,No
E00259,41,Female,Single,Bachelor,Finance,Financial Analyst,1,17,0,3436,No,Travel_Rarely,5,4,3,2,3,No
E00260,46,Male,Married,Bachelor,Marketing,Marketing Specialist,2,3,0,4482,No,Travel_Frequently,13,1,3,4,3,No
E00261,45,Female,Divorced,PhD,Finance,Finance Manager,1,0,0,20782,Yes,Non-Travel,7,2,4,3,3,Yes
E00262,44,Female,Single,High School,Finance,Financial Analyst,2,6,2,4528,Yes,Non-Travel,14,3,2,2,3,No
E00263,43,Male,Single,Bachelor,Operations,Operations Analyst,2,1,1,4063,No,Travel_Frequently,12,1,1,1,3,No
E00264,29,Female,Divorced,PhD,Sales,Sales Executive,3,2,0,5421,No,Travel_Rarely,5,4,3,1,4,No
E00265,48,Female,Divorced,Master,Sales,Sales Executive,2,0,0,9106,No,Travel_Rarely,24,4,1,1,3,No
E00266,28,Male,Single,Bachelor,Sales,Account Executive,2,1,0,6578,No,Travel_Rarely,25,4,2,1,3,No
E00267,23,Male,Married,PhD,Operations,Logistics Coordinator,1,1,1,2136,No,Travel_Frequently,13,3,3,3,3,No
E00268,23,Male,Divorced,High School,Finance,Finance Manager,4,1,0,5080,No,Travel_Rarely,7,2,2,3,4,No
E00269,39,Male,Divorced,Bachelor,Sales,Sales Manager,3,6,2,4000,Yes,Travel_Rarely,17,4,4,4,3,Yes
E00270,23,Male,Single,Bachelor,Sales,Sales Manager,2,2,0,2738,No,Non-Travel,3,4,3,1,3,No
E00271,33,Female,Divorced,High School,IT,IT Support,3,3,0,3837,No,Travel_Rarely,26,3,1,1,3,No
E00272,19,Female,Single,Master,R&D,Lab Technician,1,1,1,9644,No,Non-Travel,1,1,2,2,3,No
E00273,42,Male,Divorced,High School,R&D,Senior Engineer,3,0,0,7834,No,Travel_Rarely,1,2,4,3,3,No
E00274,29,Male,Married,PhD,Operations,Logistics Coordinator,2,4,1,8116,No,Travel_Rarely,1,3,1,1,3,No
E00275,35,Female,Divorced,PhD,IT,DevOps Engineer,1,6,6,2865,No,Travel_Rarely,30,1,3,4,4,No
E00276,35,Male,Single,Master,Finance,Financial Analyst,1,14,0,5472,Yes,Travel_Rarely,7,4,1,3,3,No
E00277,25,Male,Single,Master,R&D,Lab Technician,1,7,0,6707,No,Travel_Rarely,19,2,4,3,3,No
E00278,50,Female,Married,PhD,Finance,Accountant,2,2,0,6964,Yes,Travel_Rarely,7,3,1,2,3,Yes
E00279,21,Female,Married,High School,Sales,Sales Executive,1,3,3,6523,No,Travel_Rarely,6,1,3,1,3,No
E00280,38,Male,Divorced,PhD,HR,HR Business Partner,1,0,0,5484,No,Travel_Rarely,30,4,1,2,3,No
E00281,32,Male,Single,PhD,R&D,Research Scientist,2,14,1,7823,No,Travel_Rarely,1,3,3,3,3,No
E00282,38,Male,Divorced,PhD,HR,HR Business Partner,1,17,6,7684,No,Travel_Frequently,5,3,4,1,4,No
E00283,30,Male,Married,Master,Operations,Logistics Coordinator,1,2,2,7476,Yes,Travel_Rarely,6,2,4,1,3,Yes
E00284,43,Male,Married,Master,IT,IT Support,2,3,2,7929,Yes,Travel_Frequently,3,3,4,3,3,No
E00285,31,Female,Married,Master,Operations,Logistics Coordinator,2,2,0,6765,No,Travel_Frequently,4,2,4,3,3,No
E00286,31,Female,Married,High School,Marketing,Content Strategist,1,13,5,3278,No,Travel_Rarely,6,4,2,3,3,No
E00287,29,Male,Married,Master,Operations,Operations Analyst,3,3,0,8567,No,Travel_Rarely,1,2,1,4,3,No
E00288,24,Male,Married,Bachelor,IT,Software Engineer,2,1,1,6609,No,Travel_Rarely,4,4,4,2,3,No
E00289,50,Female,Divorced,PhD,Marketing,Brand Manager,3,1,1,6291,No,Travel_Rarely,12,4,1,4,4,No
E00290,33,Male,Single,Bachelor,Operations,Logistics Coordinator,1,3,0,7216,No,Non-Travel,1,4,1,3,3,No
E00291,19,Female,Married,PhD,Marketing,Content Strategist,1,1,1,6565,No,Travel_Frequently,1,3,2,1,3,No
E00292,44,Male,Married,Master,Sales,Sales Executive,1,3,0,4638,No,Travel_Rarely,1,1,3,2,3,No
E00293,29,Female,Married,High School,Finance,Accountant,1,11,0,6095,Yes,Travel_Frequently,10,2,3,1,3,No
E00294,26,Male,Divorced,PhD,Sales,Account Executive,3,1,1,10381,No,Travel_Rarely,3,2,3,3,3,No
E00295,31,Female,Single,High School,HR,HR Business Partner,3,2,0,7390,No,Travel_Rarely,9,1,4,4,3,No
E00296,20,Male,Married,PhD,Sales,Sales Manager,2,2,0,7752,No,Travel_Rarely,2,1,2,2,3,No
E00297,32,Female,Married,High School,Finance,Financial Analyst,1,3,3,6718,No,Travel_Rarely,10,4,2,2,4,No
E00298,37,Male,Single,Master,Marketing,Content Strategist,3,11,0,9792,No,Travel_Rarely,1,2,4,4,4,No
E00299,39,Female,Single,Master,IT,Software Engineer,2,5,1,8522,Yes,Travel_Rarely,12,1,2,3,3,No
E00300,36,Female,Married,PhD,Marketing,Brand Manager,2,2,2,5842,No,Travel_Frequently,6,3,4,4,3,No
E00301,36,Male,Married,High School,Operations,Operations Analyst,2,5,1,4459,No,Travel_Frequently,1,3,1,2,3,No
E00302,38,Female,Married,Bachelor,R&D,Lab Technician,1,0,0,3631,No,Travel_Rarely,2,2,4,4,4,No
E00303,46,Male,Married,PhD,Finance,Finance Manager,2,10,0,6751,No,Travel_Rarely,7,2,2,4,3,No
E00304,30,Female,Divorced,PhD,Operations,Operations Analyst,2,5,0,4410,No,Travel_Rarely,9,3,1,4,3,No
E00305,34,Male,Divorced,High School,Finance,Finance Manager,3,13,0,4690,No,Travel_Rarely,11,4,4,4,3,No
E00306,46,Female,Single,PhD,IT,Data Analyst,1,1,0,4778,No,Travel_Frequently,1,3,1,3,4,Yes
E00307,33,Female,Divorced,High School,Operations,Logistics Coordinator,1,6,1,3960,Yes,Travel_Rarely,1,4,1,1,3,Yes
E00308,51,Male,Married,High School,IT,IT Support,1,1,1,9198,Yes,Travel_Frequently,1,2,4,1,4,No
E00309,31,Male,Single,Bachelor,Finance,Accountant,3,4,0,5312,No,Travel_Rarely,2,3,1,4,3,No
E00310,47,Male,Single,Master,IT,DevOps Engineer,3,5,2,2955,No,Travel_Rarely,23,4,2,2,3,No
E00311,40,Female,Divorced,High School,Operations,Operations Manager,3,1,1,6997,Yes,Travel_Rarely,6,2,3,3,3,Yes
E00312,42,Male,Single,Bachelor,R&D,Lab Technician,2,2,0,5713,No,Travel_Rarely,30,1,3,2,3,No
E00313,35,Female,Divorced,PhD,Marketing,Brand Manager,2,0,0,5549,No,Non-Travel,10,2,4,4,3,Yes
E00314,37,Female,Divorced,Master,Finance,Accountant,3,4,2,12157,Yes,Travel_Frequently,1,1,1,4,3,No
E00315,28,Female,Divorced,Master,Finance,Accountant,4,1,1,4399,Yes,Travel_Frequently,24,3,1,1,3,No
E00316,33,Female,Married,Master,IT,Software Engineer,2,7,2,3196,No,Non-Travel,5,4,2,4,3,No
E00317,42,Male,Single,High School,IT,DevOps Engineer,1,3,3,5463,No,Travel_Rarely,12,3,2,4,3,No
E00318,38,Male,Married,Bachelor,Marketing,Brand Manager,1,4,1,8723,No,Non-Travel,22,1,1,2,3,No
E00319,31,Female,Married,High School,Marketing,Marketing Specialist,1,2,2,8837,Yes,Travel_Rarely,11,3,2,3,3,Yes
E00320,36,Male,Married,High School,HR,Recruiter,1,4,0,4382,Yes,Travel_Frequently,8,2,1,4,3,No
E00321,41,Male,Divorced,PhD,Marketing,Marketing Specialist,1,0,0,9280,No,Travel_Rarely,3,1,2,4,3,Yes
E00322,25,Female,Single,Bachelor,Sales,Sales Executive,3,7,6,4444,No,Travel_Rarely,3,3,1,4,4,No
E00323,33,Female,Single,PhD,Finance,Financial Analyst,1,3,2,4092,No,Travel_Rarely,15,1,1,3,4,No
E00324,36,Male,Married,Master,IT,Data Analyst,2,2,0,3654,No,Travel_Rarely,2,2,1,1,3,No
E00325,44,Male,Single,Bachelor,Marketing,Marketing Specialist,2,3,0,9075,Yes,Travel_Rarely,5,2,4,4,3,No
E00326,39,Male,Single,Master,IT,Software Engineer,1,1,0,5620,No,Travel_Rarely,7,4,3,4,3,No
E00327,21,Female,Single,Bachelor,Marketing,Marketing Specialist,3,3,1,2576,No,Travel_Rarely,16,2,3,1,3,No
E00328,45,Male,Single,PhD,Marketing,Brand Manager,1,3,0,6723,Yes,Travel_Rarely,9,3,1,2,3,No
E00329,43,Male,Married,PhD,Marketing,Content Strategist,1,1,1,5401,Yes,Travel_Rarely,5,1,1,3,3,No
E00330,38,Male,Single,Master,HR,Recruiter,3,4,2,3665,No,Travel_Frequently,14,2,4,1,3,Yes
E00331,35,Female,Married,PhD,R&D,Research Scientist,2,1,1,10410,No,Non-Travel,5,1,4,3,3,No
E00332,48,Male,Single,Master,Sales,Account Executive,3,2,2,5302,Yes,Non-Travel,8,2,3,1,3,Yes
E00333,46,Male,Single,Bachelor,Finance,Finance Manager,1,2,1,4810,Yes,Travel_Rarely,3,1,3,4,3,No
E00334,29,Male,Single,High School,Sales,Sales Manager,3,5,0,10723,No,Non-Travel,5,1,4,1,3,No
E00335,41,Female,Single,Master,Marketing,Marketing Specialist,3,3,3,8109,No,Travel_Rarely,1,1,2,4,3,No
E00336,39,Female,Married,High School,R&D,Senior Engineer,2,4,4,4340,No,Travel_Rarely,19,3,1,1,3,No
E00337,51,Male,Married,Bachelor,HR,Recruiter,4,9,1,9722,No,Travel_Rarely,2,1,4,4,3,No
E00338,45,Male,Single,High School,HR,HR Specialist,1,1,1,4267,No,Non-Travel,1,3,1,1,3,Yes
E00339,27,Male,Single,PhD,R&D,Research Scientist,3,7,2,11892,Yes,Travel_Rarely,22,4,3,4,3,No
E00340,41,Male,Divorced,Master,R&D,Lab Technician,1,1,0,4155,No,Travel_Rarely,2,2,4,3,3,Yes
E00341,40,Male,Married,High School,Sales,Account Executive,1,6,0,7954,Yes,Travel_Frequently,1,1,2,2,3,No
E00342,48,Male,Married,Bachelor,Finance,Accountant,2,1,0,4712,No,Travel_Rarely,17,3,3,1,3,No
E00343,39,Female,Single,Bachelor,HR,Recruiter,1,1,1,6920,No,Travel_Frequently,11,3,2,4,3,No
E00344,37,Male,Married,High School,R&D,Research Scientist,1,8,0,5745,No,Travel_Rarely,12,4,1,2,3,No
E00345,45,Male,Married,PhD,IT,IT Support,3,1,1,3325,No,Travel_Rarely,6,3,1,2,3,No
E00346,41,Female,Divorced,Master,Sales,Sales Executive,4,8,3,12522,No,Travel_Rarely,9,3,1,1,4,No
E00347,40,Female,Single,High School,Finance,Finance Manager,2,11,0,3198,No,Travel_Rarely,30,1,1,2,3,No
E00348,41,Female,Married,Master,Finance,Finance Manager,3,7,1,8195,No,Travel_Rarely,9,2,2,3,3,No
E00349,53,Male,Divorced,High School,HR,HR Business Partner,1,5,2,6012,No,Travel_Rarely,1,3,2,1,3,No
E00350,43,Male,Divorced,Master,R&D,Research Scientist,2,2,0,9215,No,Travel_Rarely,7,2,4,4,3,No
E00351,39,Male,Single,Bachelor,IT,Data Analyst,1,14,0,7394,No,Travel_Frequently,2,4,3,4,3,No
E00352,60,Male,Married,PhD,IT,DevOps Engineer,3,3,0,2744,No,Travel_Rarely,1,1,2,3,3,Yes
E00353,25,Female,Married,Bachelor,Operations,Operations Analyst,2,7,0,7944,No,Non-Travel,30,3,3,2,3,Yes
E00354,37,Male,Single,Bachelor,Sales,Sales Manager,2,10,4,6835,Yes,Non-Travel,3,1,2,1,3,Yes
E00355,34,Male,Single,High School,IT,IT Support,1,0,0,4289,Yes,Travel_Rarely,1,3,1,3,3,No
E00356,29,Female,Single,High School,R&D,Senior Engineer,1,11,0,2790,No,Travel_Rarely,2,4,2,1,3,No
E00357,29,Female,Divorced,PhD,Finance,Financial Analyst,1,5,4,3350,Yes,Travel_Rarely,1,2,4,4,3,No
E00358,38,Male,Single,Bachelor,R&D,Lab Technician,2,1,1,11030,No,Travel_Rarely,1,2,2,3,3,Yes
E00359,35,Female,Married,Bachelor,Marketing,Brand Manager,1,0,0,2699,No,Travel_Rarely,4,4,4,4,3,Yes
E00360,32,Female,Married,PhD,Finance,Financial Analyst,2,3,0,9979,No,Travel_Frequently,14,2,1,4,4,No
E00361,33,Female,Divorced,Bachelor,HR,Recruiter,4,0,0,8780,No,Travel_Frequently,3,3,4,3,3,Yes
E00362,35,Male,Single,High School,Sales,Sales Manager,1,2,0,4737,Yes,Travel_Rarely,24,1,4,3,3,No
E00363,53,Male,Divorced,PhD,R&D,Senior Engineer,1,3,1,12477,No,Travel_Rarely,1,2,3,1,3,No
E00364,41,Female,Divorced,High School,HR,HR Specialist,1,0,0,3988,No,Travel_Frequently,20,2,2,3,3,No
E00365,26,Female,Divorced,Master,Marketing,Content Strategist,1,2,1,6629,No,Travel_Rarely,12,3,2,2,3,No
E00366,46,Male,Single,PhD,R&D,Lab Technician,1,5,0,4415,Yes,Travel_Frequently,1,1,1,1,4,Yes
E00367,40,Female,Single,High School,Sales,Sales Manager,2,6,0,10436,No,Non-Travel,20,2,2,3,3,No
E00368,25,Female,Divorced,PhD,R&D,Senior Engineer,1,1,1,4468,No,Travel_Rarely,11,2,1,3,4,No
E00369,19,Male,Divorced,PhD,Operations,Operations Analyst,3,1,0,4794,Yes,Travel_Rarely,3,3,3,3,3,Yes
E00370,32,Male,Married,Master,IT,IT Support,3,4,0,6060,Yes,Travel_Rarely,6,3,2,3,3,No
E00371,33,Female,Divorced,High School,Marketing,Content Strategist,1,0,0,6831,Yes,Travel_Rarely,7,3,2,2,3,No
E00372,33,Male,Married,High School,R&D,Senior Engineer,1,0,0,10399,Yes,Travel_Rarely,11,3,2,1,3,No
E00373,42,Female,Married,High School,R&D,Lab Technician,1,11,3,13792,No,Travel_Rarely,11,3,2,1,3,No
E00374,34,Male,Divorced,High School,HR,HR Specialist,2,1,1,7535,No,Travel_Frequently,3,2,1,3,3,Yes
E00375,27,Female,Married,Master,Sales,Sales Manager,3,1,1,9226,No,Non-Travel,3,4,4,2,3,No
E00376,45,Male,Single,Master,Operations,Operations Manager,1,2,2,4150,Yes,Travel_Frequently,3,1,4,2,3,Yes
E00377,38,Female,Single,High School,Sales,Sales Manager,2,0,0,3581,No,Travel_Rarely,8,3,1,1,3,No
E00378,40,Male,Divorced,PhD,Operations,Operations Analyst,2,6,3,8860,Yes,Travel_Rarely,1,3,4,1,3,No
E00379,27,Female,Divorced,Master,R&D,Research Scientist,2,2,0,13178,Yes,Travel_Rarely,1,1,3,2,3,No
E00380,41,Female,Single,High School,Marketing,Brand Manager,4,2,1,6655,No,Travel_Rarely,7,3,2,1,3,Yes
E00381,44,Female,Single,High School,HR,HR Specialist,3,1,1,6295,No,Travel_Frequently,8,4,1,3,4,No
E00382,47,Male,Married,PhD,Sales,Sales Executive,2,2,1,7405,No,Travel_Frequently,1,2,3,1,3,No
E00383,49,Female,Married,Bachelor,Finance,Accountant,2,0,0,7871,No,Travel_Frequently,2,3,1,4,3,Yes
E00384,54,Female,Divorced,High School,Finance,Financial Analyst,2,7,0,5827,Yes,Travel_Rarely,9,3,4,4,3,No
E00385,41,Female,Divorced,Bachelor,R&D,Senior Engineer,1,1,1,3291,No,Travel_Rarely,3,1,1,3,3,No
E00386,45,Male,Married,Master,Operations,Operations Analyst,1,7,1,3695,No,Travel_Rarely,14,4,4,4,3,No
E00387,46,Female,Single,Bachelor,Sales,Sales Manager,1,7,5,4873,Yes,Travel_Rarely,21,1,2,1,3,No
E00388,19,Female,Single,Bachelor,R&D,Research Scientist,1,1,0,5930,No,Travel_Rarely,28,2,1,4,3,Yes
E00389,32,Female,Divorced,Master,IT,DevOps Engineer,2,2,2,6481,Yes,Travel_Rarely,3,3,1,1,4,No
E00390,27,Male,Single,High School,IT,DevOps Engineer,2,2,1,7197,Yes,Travel_Rarely,1,4,1,4,3,Yes
E00391,51,Female,Married,PhD,Sales,Account Executive,2,4,0,4082,No,Travel_Rarely,1,1,3,3,3,No
E00392,29,Male,Divorced,PhD,Operations,Logistics Coordinator,3,0,0,6431,No,Travel_Rarely,25,4,1,2,3,Yes
E00393,38,Female,Married,High School,Sales,Sales Manager,3,4,2,8198,No,Travel_Frequently,10,3,2,1,3,No
E00394,30,Male,Single,Bachelor,HR,HR Business Partner,3,0,0,6427,No,Travel_Rarely,19,3,3,4,3,No
E00395,35,Male,Single,PhD,HR,Recruiter,2,3,0,10389,Yes,Travel_Frequently,1,4,3,3,3,No
E00396,20,Male,Single,Master,R&D,Lab Technician,1,2,2,11830,No,Travel_Rarely,23,4,3,1,3,No
E00397,29,Male,Single,Bachelor,Marketing,Content Strategist,2,11,2,8821,Yes,Travel_Rarely,22,4,2,1,3,Yes
E00398,32,Female,Divorced,PhD,Sales,Sales Manager,1,4,1,4351,Yes,Travel_Rarely,1,1,3,2,3,Yes
E00399,39,Female,Single,PhD,Marketing,Marketing Specialist,1,0,0,6722,No,Travel_Rarely,1,1,2,3,3,No
E00400,33,Female,Divorced,High School,Operations,Logistics Coordinator,1,0,0,5073,No,Non-Travel,1,3,3,2,4,No
E00401,19,Male,Single,Bachelor,HR,HR Specialist,2,0,0,10864,Yes,Travel_Rarely,7,4,1,2,3,No
E00402,36,Male,Married,Bachelor,Marketing,Marketing Specialist,2,16,0,2751,No,Travel_Rarely,3,3,4,1,3,No
E00403,35,Female,Divorced,Master,Marketing,Marketing Specialist,1,8,3,4576,No,Travel_Rarely,1,1,2,3,3,No
E00404,41,Female,Divorced,PhD,Finance,Accountant,1,1,1,8142,No,Travel_Rarely,3,3,4,3,3,Yes
E00405,24,Male,Married,High School,Operations,Operations Analyst,2,3,0,6305,Yes,Travel_Rarely,3,1,3,3,3,Yes
E00406,42,Female,Single,Bachelor,HR,HR Business Partner,1,5,2,12155,Yes,Travel_Frequently,17,3,3,3,3,No
E00407,26,Male,Divorced,PhD,Operations,Operations Analyst,3,2,2,4278,No,Travel_Rarely,4,1,4,3,3,No
E00408,25,Male,Married,Bachelor,HR,HR Business Partner,1,6,0,11278,No,Travel_Frequently,1,4,4,4,3,No
E00409,44,Male,Married,High School,Marketing,Content Strategist,2,9,1,13675,No,Travel_Rarely,3,4,3,3,3,No
E00410,19,Male,Married,Bachelor,Finance,Financial Analyst,2,1,1,9114,Yes,Non-Travel,13,3,2,3,3,No
E00411,27,Female,Married,High School,Marketing,Brand Manager,2,6,0,4426,No,Travel_Frequently,8,4,3,3,3,No
E00412,32,Female,Divorced,Master,Finance,Financial Analyst,3,1,1,9006,No,Travel_Rarely,4,1,4,2,3,No
E00413,29,Female,Single,Master,Finance,Financial Analyst,2,5,0,8305,Yes,Travel_Rarely,1,2,2,2,3,Yes
E00414,24,Male,Married,High School,IT,Data Analyst,1,6,0,5277,No,Non-Travel,1,1,4,3,4,No
E00415,26,Male,Married,High School,Sales,Sales Manager,1,3,3,14187,Yes,Travel_Rarely,17,3,2,2,3,No
E00416,28,Female,Married,High School,R&D,Senior Engineer,2,3,2,4239,No,Travel_Rarely,19,4,4,4,3,No
E00417,39,Male,Single,High School,Sales,Account Executive,4,1,1,4315,No,Travel_Frequently,9,2,3,1,4,No
E00418,38,Male,Married,Master,Marketing,Content Strategist,1,1,1,8052,Yes,Travel_Rarely,10,2,2,3,3,Yes
E00419,41,Female,Married,Bachelor,R&D,Research Scientist,1,1,1,14379,No,Non-Travel,1,1,3,3,3,No
E00420,38,Female,Single,Bachelor,HR,HR Business Partner,1,5,1,3348,No,Travel_Rarely,25,3,2,2,3,No
E00421,28,Male,Single,Master,R&D,Senior Engineer,3,3,0,6084,Yes,Non-Travel,3,2,2,1,3,No
E00422,21,Male,Divorced,High School,Marketing,Content Strategist,2,0,0,5918,No,Travel_Frequently,6,1,4,3,3,No
E00423,25,Female,Single,Master,Marketing,Marketing Specialist,3,2,0,3700,No,Travel_Rarely,1,1,1,1,3,No
E00424,46,Male,Divorced,Master,Finance,Finance Manager,3,5,1,9567,No,Travel_Rarely,7,2,2,1,4,No
E00425,54,Male,Married,High School,Operations,Logistics Coordinator,2,8,0,3802,No,Travel_Rarely,7,2,4,1,4,No
E00426,33,Male,Married,PhD,IT,Software Engineer,4,0,0,10211,No,Travel_Rarely,1,4,2,2,3,No
E00427,26,Female,Married,Bachelor,HR,HR Specialist,3,1,1,8739,No,Travel_Rarely,3,1,4,2,3,No
E00428,38,Male,Divorced,High School,Sales,Sales Executive,1,2,0,7859,No,Travel_Rarely,1,1,1,4,3,Yes
E00429,26,Female,Married,PhD,Marketing,Content Strategist,3,5,1,10441,No,Travel_Rarely,2,1,3,2,3,No
E00430,30,Female,Married,High School,Sales,Sales Executive,2,3,0,5769,No,Travel_Rarely,1,2,1,3,3,No
E00431,25,Female,Divorced,Master,Sales,Sales Executive,2,0,0,2809,No,Non-Travel,8,1,2,2,3,Yes
E00432,44,Female,Married,Master,Marketing,Marketing Specialist,2,7,0,6487,No,Travel_Rarely,7,3,3,2,4,Yes
E00433,20,Male,Single,High School,IT,IT Support,1,0,0,3786,Yes,Travel_Rarely,6,4,4,2,3,Yes
E00434,32,Female,Divorced,High School,Finance,Finance Manager,3,9,1,2615,Yes,Travel_Frequently,6,4,4,2,3,No
E00435,21,Female,Single,High School,IT,Data Analyst,2,0,0,4182,No,Travel_Rarely,11,4,4,1,3,No
E00436,25,Female,Divorced,High School,HR,Recruiter,1,7,3,5880,No,Travel_Frequently,2,3,1,2,3,No
E00437,39,Female,Single,High School,Finance,Finance Manager,2,3,3,1920,No,Travel_Frequently,1,2,4,3,3,No
E00438,40,Male,Married,Master,Sales,Account Executive,3,0,0,4603,No,Non-Travel,3,2,4,4,3,No
E00439,43,Female,Married,Bachelor,R&D,Lab Technician,2,2,2,6591,No,Travel_Rarely,7,3,1,2,3,No
E00440,22,Female,Married,High School,Sales,Sales Manager,2,4,3,10626,No,Travel_Frequently,4,4,4,1,3,No
E00441,56,Male,Single,Master,Finance,Finance Manager,3,1,0,8955,No,Travel_Rarely,11,1,1,4,3,No
E00442,53,Male,Single,PhD,Operations,Logistics Coordinator,2,1,0,4597,Yes,Travel_Rarely,1,2,4,3,3,Yes
E00443,34,Male,Single,Master,HR,Recruiter,1,3,0,4664,No,Non-Travel,1,4,3,4,3,No
E00444,32,Male,Married,Bachelor,HR,Recruiter,2,3,3,9471,Yes,Non-Travel,1,3,3,1,3,Yes
E00445,37,Female,Single,PhD,IT,IT Support,1,4,0,3289,Yes,Travel_Rarely,1,1,3,2,3,Yes
E00446,43,Male,Married,PhD,IT,Data Analyst,2,1,1,6930,No,Non-Travel,1,3,1,4,3,Yes
E00447,46,Male,Divorced,PhD,Marketing,Content Strategist,1,2,0,11202,Yes,Travel_Frequently,1,2,4,1,3,No
E00448,33,Female,Divorced,PhD,IT,IT Support,3,4,0,3975,Yes,Travel_Rarely,1,2,2,2,3,Yes
E00449,40,Female,Married,Bachelor,Finance,Finance Manager,1,2,2,14340,Yes,Travel_Frequently,16,2,3,4,3,No
E00450,24,Female,Divorced,Master,R&D,Lab Technician,1,1,0,3019,No,Travel_Rarely,3,3,3,2,4,Yes
E00451,51,Female,Divorced,PhD,Marketing,Marketing Specialist,2,8,2,2734,Yes,Travel_Rarely,4,2,3,1,3,No
E00452,38,Male,Married,Bachelor,Marketing,Content Strategist,2,2,2,6443,No,Travel_Rarely,1,3,4,1,3,No
E00453,30,Male,Married,Master,Sales,Account Executive,1,4,1,3539,No,Travel_Rarely,1,1,2,3,3,No
E00454,31,Female,Single,Bachelor,R&D,Research Scientist,2,3,0,3201,No,Travel_Rarely,12,3,2,1,3,No
