OrderID,Date,Region,Channel,Segment,Category,Quantity,UnitPrice,Discount,Revenue,Cost,Profit
ORD0000578,2025-10-16,North,Online,Consumer,Beauty,2,117.36,0.2,187.78,106.68,81.1
ORD0000579,2023-10-28,West,Wholesale,Enterprise,Apparel,2,20.45,0.15,34.77,25.23,9.54
ORD0000580,2022-05-02,North,Partner,Consumer,Sports,4,189.37,0.1,681.73,501.55,180.18
ORD0000581,2024-09-17,Central,Retail,Consumer,Apparel,1,58.24,0.0,58.24,44.95,13.29
ORD0000582,2025-02-13,North,Retail,Consumer,Apparel,3,56.62,0.2,135.89,92.79,43.1
ORD0000583,2022-02-28,East,Online,Enterprise,Beauty,4,43.15,0.0,172.6,97.43,75.17
ORD0000584,2022-08-19,North,Wholesale,Enterprise,Sports,1,135.38,0.1,121.84,78.47,43.37
ORD0000585,2023-11-06,Central,Retail,SMB,Grocery,1,59.24,0.0,59.24,41.33,17.91
ORD0000586,2024-07-18,East,Retail,Consumer,Grocery,2,53.42,0.1,96.16,62.94,33.22
ORD0000587,2024-04-05,Central,Online,SMB,Apparel,1,56.74,0.0,56.74,32.2,24.54
ORD0000588,2023-02-09,Central,Wholesale,Enterprise,Grocery,4,45.87,0.2,146.78,89.7,57.08
ORD0000589,2022-02-16,East,Retail,SMB,Grocery,2,44.74,0.15,76.06,42.11,33.95
ORD0000590,2022-01-27,Central,Wholesale,Enterprise,Grocery,4,44.71,0.15,152.01,102.41,49.6
ORD0000591,2022-12-02,North,Retail,Enterprise,Beauty,1,81.38,0.0,81.38,50.48,30.9
ORD0000592,2023-12-29,North,Wholesale,Consumer,Sports,1,272.73,0.2,218.18,155.79,62.39
ORD0000593,2022-11-12,North,Wholesale,SMB,Home,1,319.89,0.05,303.9,201.12,102.78
ORD0000594,2024-09-02,Central,Partner,Consumer,Apparel,1,130.5,0.1,117.45,79.82,37.63
ORD0000595,2023-12-26,Central,Partner,Enterprise,Home,2,276.28,0.0,552.56,394.17,158.39
ORD0000596,2024-02-26,South,Online,Consumer,Apparel,7,125.54,0.2,703.02,457.27,245.75
ORD0000597,2023-03-15,North,Partner,Consumer,Grocery,1,37.19,0.05,35.33,19.66,15.67
ORD0000598,2023-02-22,East,Partner,SMB,Beauty,1,71.09,0.0,71.09,53.14,17.95
ORD0000599,2025-08-02,West,Online,Consumer,Apparel,1,20.95,0.0,20.95,15.89,5.06
ORD0000600,2025-04-25,Central,Partner,Consumer,Apparel,1,142.83,0.05,135.69,88.87,46.82
ORD0000601,2025-03-13,West,Retail,Enterprise,Grocery,3,44.56,0.2,106.94,70.39,36.55
ORD0000602,2025-08-23,North,Partner,Enterprise,Sports,1,216.85,0.05,206.01,142.01,64.0
ORD0000603,2024-02-21,South,Online,SMB,Electronics,1,899.74,0.2,719.79,559.26,160.53
ORD0000604,2025-03-05,North,Retail,Consumer,Grocery,1,50.31,0.15,42.76,30.78,11.98
ORD0000605,2023-02-14,South,Online,Enterprise,Electronics,4,238.07,0.0,952.28,611.8,340.48
ORD0000606,2025-07-31,West,Online,SMB,Beauty,1,111.52,0.0,111.52,62.4,49.12
ORD0000607,2022-08-01,South,Wholesale,Consumer,Grocery,1,10.31,0.0,10.31,7.58,2.73
ORD0000608,2024-11-10,North,Online,Enterprise,Sports,1,277.41,0.0,277.41,157.18,120.23
ORD0000609,2025-02-24,North,Online,Enterprise,Beauty,1,79.34,0.2,63.47,46.58,16.89
ORD0000610,2025-01-22,Central,Retail,Consumer,Beauty,1,45.55,0.05,43.27,30.47,12.8
ORD0000611,2023-01-19,South,Partner,Consumer,Beauty,3,100.21,0.05,285.6,170.79,114.81
ORD0000612,2025-06-08,North,Retail,Consumer,Electronics,2,746.12,0.0,1492.24,1053.31,438.93
ORD0000613,2022-07-03,South,Partner,Enterprise,Home,1,138.64,0.0,138.64,100.56,38.08
ORD0000614,2025-03-26,North,Online,Enterprise,Home,1,316.76,0.0,316.76,179.96,136.8
ORD0000615,2025-11-19,West,Retail,Enterprise,Beauty,3,37.46,0.05,106.76,69.91,36.85
ORD0000616,2022-06-13,South,Partner,Consumer,Electronics,5,1037.19,0.15,4408.06,3163.75,1244.31
ORD0000617,2023-01-04,South,Wholesale,SMB,Beauty,1,113.99,0.05,108.29,65.92,42.37
ORD0000618,2023-12-15,South,Partner,Enterprise,Electronics,3,524.41,0.0,1573.23,923.94,649.29
ORD0000619,2023-10-30,North,Wholesale,Consumer,Home,1,329.3,0.0,329.3,212.35,116.95
ORD0000620,2025-01-19,South,Wholesale,Consumer,Home,2,371.53,0.0,743.06,408.98,334.08
ORD0000621,2024-12-25,West,Wholesale,SMB,Apparel,2,33.63,0.2,53.81,40.13,13.68
ORD0000622,2022-05-12,Central,Online,Enterprise,Beauty,6,27.8,0.05,158.46,93.02,65.44
ORD0000623,2025-09-20,Central,Online,Enterprise,Beauty,2,40.72,0.05,77.37,59.13,18.24
ORD0000624,2023-03-11,West,Online,Consumer,Apparel,1,57.36,0.0,57.36,40.97,16.39
ORD0000625,2025-06-04,East,Partner,Consumer,Sports,2,195.85,0.0,391.7,277.66,114.04
ORD0000626,2023-12-01,South,Wholesale,Enterprise,Home,1,385.81,0.0,385.81,273.53,112.28
ORD0000627,2025-09-05,Central,Online,Enterprise,Grocery,3,45.73,0.0,137.19,96.16,41.03
ORD0000628,2024-03-12,North,Online,SMB,Home,1,68.06,0.15,57.85,32.71,25.14
ORD0000629,2022-06-02,Central,Wholesale,SMB,Apparel,1,92.45,0.15,78.58,52.14,26.44
ORD0000630,2022-12-31,South,Partner,Enterprise,Electronics,2,454.94,0.05,864.39,556.72,307.67
ORD0000631,2022-07-14,West,Retail,Consumer,Sports,1,122.43,0.2,97.94,58.51,39.43
ORD0000632,2023-03-04,South,Online,Consumer,Home,2,281.46,0.0,562.92,390.51,172.41
ORD0000633,2022-11-20,South,Online,Consumer,Grocery,2,41.39,0.0,82.78,58.12,24.66
ORD0000634,2024-09-12,North,Retail,Consumer,Electronics,2,1036.87,0.0,2073.74,1323.24,750.5
ORD0000635,2022-05-13,East,Wholesale,Enterprise,Home,4,45.33,0.2,145.06,110.84,34.22
ORD0000636,2022-12-28,East,Retail,Enterprise,Apparel,1,68.02,0.15,57.82,35.15,22.67
ORD0000637,2025-09-20,West,Online,Consumer,Electronics,1,1072.41,0.2,857.93,504.58,353.35
ORD0000638,2025-08-21,East,Retail,Enterprise,Apparel,1,135.26,0.2,108.21,69.08,39.13
ORD0000639,2024-08-24,West,Wholesale,Consumer,Home,1,353.08,0.0,353.08,202.28,150.8
ORD0000640,2023-08-01,West,Partner,Consumer,Electronics,1,672.59,0.05,638.96,368.45,270.51
ORD0000641,2024-04-08,West,Partner,Consumer,Electronics,2,684.96,0.0,1369.92,1040.13,329.79
ORD0000642,2022-08-31,South,Wholesale,Enterprise,Apparel,1,28.83,0.0,28.83,18.8,10.03
ORD0000643,2022-04-28,Central,Partner,Consumer,Electronics,1,709.31,0.05,673.84,485.95,187.89
ORD0000644,2022-05-03,Central,Wholesale,Consumer,Sports,5,171.71,0.0,858.55,575.19,283.36
ORD0000645,2022-07-27,West,Retail,Consumer,Electronics,3,677.35,0.05,1930.45,1472.05,458.4
ORD0000646,2024-07-16,East,Online,Consumer,Grocery,1,22.48,0.0,22.48,13.81,8.67
ORD0000647,2025-12-11,Central,Online,Enterprise,Sports,1,160.03,0.0,160.03,106.77,53.26
ORD0000648,2024-08-21,West,Retail,Enterprise,Grocery,3,45.73,0.1,123.47,86.32,37.15
ORD0000649,2024-01-17,East,Retail,Enterprise,Apparel,2,70.36,0.0,140.72,101.36,39.36
ORD0000650,2023-04-10,South,Online,SMB,Electronics,1,797.96,0.15,678.27,385.84,292.43
ORD0000651,2024-06-18,Central,Retail,Consumer,Apparel,1,129.1,0.0,129.1,93.24,35.86
ORD0000652,2024-04-03,West,Retail,Consumer,Electronics,4,879.12,0.0,3516.48,2225.16,1291.32
ORD0000653,2024-09-04,South,Retail,Consumer,Home,1,224.2,0.15,190.57,126.38,64.19
ORD0000654,2024-08-21,South,Wholesale,Consumer,Apparel,10,60.29,0.2,482.32,315.93,166.39
ORD0000655,2024-04-13,Central,Wholesale,Consumer,Apparel,1,64.61,0.15,54.92,39.16,15.76
ORD0000656,2023-05-04,West,Partner,Enterprise,Electronics,1,354.81,0.2,283.85,172.95,110.9
ORD0000657,2025-01-27,North,Wholesale,SMB,Grocery,3,26.26,0.0,78.78,47.69,31.09
ORD0000658,2022-11-02,North,Retail,Consumer,Apparel,1,149.8,0.0,149.8,102.42,47.38
ORD0000659,2024-05-15,West,Wholesale,Enterprise,Apparel,1,30.43,0.2,24.34,15.92,8.42
ORD0000660,2025-09-17,West,Online,Consumer,Apparel,1,131.83,0.15,112.06,68.56,43.5
ORD0000661,2024-06-11,South,Retail,SMB,Electronics,1,1167.47,0.0,1167.47,661.05,506.42
ORD0000662,2022-05-31,Central,Online,SMB,Beauty,4,54.57,0.0,218.28,160.57,57.71
ORD0000663,2023-05-15,East,Retail,SMB,Sports,2,207.69,0.1,373.84,264.06,109.78
ORD0000664,2022-06-05,East,Retail,SMB,Beauty,1,109.24,0.1,98.32,62.71,35.61
ORD0000665,2024-01-21,North,Partner,Consumer,Beauty,1,42.03,0.2,33.62,19.06,14.56
ORD0000666,2025-10-08,East,Retail,SMB,Home,1,327.86,0.0,327.86,213.87,113.99
ORD0000667,2023-10-27,South,Partner,SMB,Apparel,1,147.17,0.0,147.17,113.37,33.8
ORD0000668,2022-10-02,West,Partner,SMB,Grocery,1,17.79,0.15,15.12,10.78,4.34
ORD0000669,2022-09-19,Central,Retail,SMB,Apparel,1,103.17,0.0,103.17,59.43,43.74
ORD0000670,2025-06-15,East,Wholesale,SMB,Sports,3,204.52,0.05,582.88,398.66,184.22
ORD0000671,2025-12-13,North,Retail,SMB,Sports,4,114.91,0.2,367.71,242.98,124.73
ORD0000672,2024-01-28,Central,Retail,Enterprise,Electronics,1,1162.48,0.2,929.98,573.99,355.99
ORD0000673,2023-05-25,East,Wholesale,Consumer,Grocery,1,37.57,0.2,30.06,17.89,12.17
ORD0000674,2022-05-13,Central,Online,Consumer,Beauty,1,62.77,0.15,53.35,40.08,13.27
ORD0000675,2022-01-31,North,Online,Consumer,Beauty,1,71.16,0.15,60.49,41.07,19.42
ORD0000676,2022-12-21,South,Wholesale,Enterprise,Electronics,1,895.89,0.0,895.89,528.51,367.38
ORD0000677,2023-04-30,South,Retail,SMB,Electronics,1,223.94,0.0,223.94,171.31,52.63
ORD0000678,2023-11-18,West,Wholesale,SMB,Electronics,3,722.32,0.0,2166.96,1337.25,829.71
ORD0000679,2022-04-23,Central,Online,Enterprise,Electronics,1,463.99,0.0,463.99,264.95,199.04
ORD0000680,2023-06-23,Central,Partner,Consumer,Apparel,1,122.93,0.15,104.49,65.37,39.12
ORD0000681,2023-01-21,South,Partner,SMB,Beauty,1,112.54,0.1,101.29,74.47,26.82
ORD0000682,2023-08-28,West,Online,Consumer,Grocery,1,5.91,0.0,5.91,4.33,1.58
ORD0000683,2025-04-15,West,Retail,Enterprise,Apparel,2,44.87,0.15,76.28,49.89,26.39
ORD0000684,2022-07-11,South,Retail,Consumer,Grocery,1,30.95,0.05,29.4,17.1,12.3
ORD0000685,2025-07-22,Central,Wholesale,Enterprise,Sports,5,95.05,0.0,475.25,316.18,159.07
ORD0000686,2022-04-27,East,Retail,Enterprise,Electronics,3,428.79,0.0,1286.37,772.88,513.49
ORD0000687,2025-11-16,East,Wholesale,Consumer,Sports,1,195.97,0.0,195.97,117.01,78.96
ORD0000688,2022-11-19,East,Partner,SMB,Electronics,1,426.31,0.2,341.05,214.16,126.89
ORD0000689,2024-12-06,North,Wholesale,Consumer,Grocery,3,21.85,0.2,52.44,36.19,16.25
ORD0000690,2023-10-28,South,Partner,Consumer,Beauty,1,39.82,0.0,39.82,30.43,9.39
ORD0000691,2023-02-09,East,Partner,Enterprise,Home,1,83.05,0.1,74.75,53.46,21.29
ORD0000692,2023-09-29,West,Partner,Consumer,Electronics,2,306.22,0.0,612.44,424.7,187.74
ORD0000693,2023-06-02,West,Partner,Enterprise,Grocery,1,33.25,0.05,31.59,19.69,11.9
ORD0000694,2024-02-01,Central,Online,Consumer,Beauty,3,61.92,0.15,157.9,120.76,37.14
ORD0000695,2024-07-22,Central,Retail,Consumer,Electronics,3,836.81,0.0,2510.43,1457.56,1052.87
ORD0000696,2024-08-12,East,Partner,Enterprise,Grocery,5,39.06,0.0,195.3,136.95,58.35
ORD0000697,2022-06-25,North,Online,SMB,Apparel,2,71.2,0.0,142.4,101.77,40.63
ORD0000698,2025-10-04,South,Partner,Consumer,Apparel,5,88.9,0.15,377.82,213.94,163.88
ORD0000699,2023-05-06,East,Wholesale,Consumer,Apparel,1,70.29,0.2,56.23,36.43,19.8
ORD0000700,2023-05-13,West,Partner,Consumer,Sports,1,292.37,0.0,292.37,166.97,125.4
ORD0000701,2023-01-14,South,Retail,Enterprise,Beauty,1,100.14,0.2,80.11,52.63,27.48
ORD0000702,2023-02-01,South,Online,SMB,Sports,4,58.89,0.2,188.45,125.88,62.57
ORD0000703,2024-11-16,Central,Wholesale,SMB,Sports,1,249.82,0.15,212.35,124.05,88.3
ORD0000704,2022-12-20,West,Online,Consumer,Grocery,1,45.96,0.0,45.96,32.49,13.47
ORD0000705,2023-04-20,Central,Online,Consumer,Beauty,1,51.1,0.2,40.88,29.66,11.22
ORD0000706,2023-11-01,East,Wholesale,SMB,Apparel,3,130.3,0.2,312.72,235.37,77.35
ORD0000707,2025-06-19,South,Online,Enterprise,Home,1,181.99,0.0,181.99,104.71,77.28
ORD0000708,2024-04-20,South,Online,Enterprise,Grocery,1,47.34,0.1,42.61,30.84,11.77
ORD0000709,2022-12-18,East,Partner,SMB,Apparel,1,125.69,0.0,125.69,83.72,41.97
ORD0000710,2023-09-21,North,Wholesale,Consumer,Apparel,1,51.17,0.15,43.49,27.28,16.21
ORD0000711,2023-10-17,Central,Online,Enterprise,Apparel,1,131.43,0.15,111.72,83.88,27.84
ORD0000712,2024-07-22,South,Wholesale,SMB,Home,2,209.28,0.05,397.63,290.24,107.39
ORD0000713,2023-05-26,North,Retail,SMB,Electronics,1,300.4,0.0,300.4,226.48,73.92
ORD0000714,2022-05-25,West,Partner,SMB,Beauty,10,22.1,0.15,187.85,105.59,82.26
ORD0000715,2024-09-03,Central,Partner,SMB,Sports,1,113.67,0.15,96.62,72.85,23.77
ORD0000716,2023-12-08,Central,Online,Enterprise,Grocery,1,51.14,0.15,43.47,32.65,10.82
ORD0000717,2025-04-18,South,Retail,Consumer,Beauty,3,22.19,0.05,63.24,40.84,22.4
ORD0000718,2024-01-13,North,Online,SMB,Beauty,1,53.14,0.15,45.17,32.07,13.1
ORD0000719,2025-04-25,North,Retail,Enterprise,Beauty,1,60.4,0.15,51.34,29.78,21.56
ORD0000720,2023-08-19,Central,Online,Consumer,Beauty,6,97.83,0.0,586.98,336.55,250.43
ORD0000721,2024-01-22,North,Partner,Consumer,Grocery,1,28.84,0.05,27.4,19.08,8.32
ORD0000722,2023-11-02,South,Partner,Enterprise,Home,2,396.99,0.1,714.58,513.36,201.22
ORD0000723,2024-10-21,West,Retail,Consumer,Electronics,1,868.44,0.0,868.44,598.46,269.98
ORD0000724,2022-02-05,Central,Wholesale,Consumer,Grocery,1,35.33,0.2,28.26,16.28,11.98
ORD0000725,2022-04-24,South,Partner,Consumer,Apparel,2,85.64,0.1,154.15,114.96,39.19
ORD0000726,2025-02-20,North,Partner,Consumer,Apparel,1,38.68,0.15,32.88,21.4,11.48
ORD0000727,2025-05-18,South,Partner,Consumer,Grocery,1,19.25,0.0,19.25,11.62,7.63
ORD0000728,2022-07-09,South,Wholesale,Consumer,Electronics,1,1002.69,0.15,852.29,501.19,351.1
ORD0000729,2024-11-24,South,Online,Enterprise,Apparel,1,50.18,0.0,50.18,38.03,12.15
ORD0000730,2024-08-04,West,Online,SMB,Grocery,1,37.68,0.0,37.68,23.09,14.59
ORD0000731,2022-01-04,Central,Partner,Consumer,Sports,1,264.7,0.2,211.76,119.86,91.9
ORD0000732,2023-10-18,East,Partner,Enterprise,Sports,18,76.33,0.0,1373.94,1070.92,303.02
ORD0000733,2023-05-18,Central,Partner,SMB,Apparel,1,49.6,0.2,39.68,25.57,14.11
ORD0000734,2023-09-27,South,Wholesale,Consumer,Apparel,3,102.55,0.05,292.27,166.46,125.81
ORD0000735,2024-10-30,Central,Partner,SMB,Home,1,106.1,0.05,100.79,74.91,25.88
ORD0000736,2023-07-22,South,Retail,Consumer,Sports,1,170.0,0.05,161.5,110.81,50.69
ORD0000737,2022-05-31,East,Partner,SMB,Home,1,292.48,0.0,292.48,188.0,104.48
ORD0000738,2023-12-22,West,Online,Consumer,Grocery,1,42.99,0.05,40.84,28.53,12.31
ORD0000739,2024-09-03,West,Partner,Enterprise,Home,2,223.21,0.15,379.46,289.02,90.44
ORD0000740,2023-09-03,North,Retail,Enterprise,Apparel,3,92.05,0.15,234.73,169.41,65.32
ORD0000741,2024-01-20,Central,Retail,SMB,Grocery,2,51.84,0.2,82.94,51.85,31.09
ORD0000742,2022-11-17,North,Retail,Consumer,Beauty,3,72.95,0.15,186.02,110.12,75.9
ORD0000743,2025-06-16,East,Online,SMB,Home,4,330.36,0.05,1255.37,833.58,421.79
ORD0000744,2025-01-29,West,Online,SMB,Beauty,1,98.13,0.0,98.13,68.4,29.73
ORD0000745,2023-06-06,East,Online,SMB,Sports,3,194.62,0.1,525.47,384.0,141.47
ORD0000746,2024-03-05,East,Wholesale,SMB,Electronics,1,562.86,0.15,478.43,322.44,155.99
ORD0000747,2024-10-10,South,Retail,Consumer,Apparel,1,142.11,0.05,135.0,74.93,60.07
ORD0000748,2022-10-15,East,Online,Enterprise,Apparel,1,60.45,0.0,60.45,34.05,26.4
ORD0000749,2022-08-08,South,Partner,Consumer,Apparel,3,91.62,0.0,274.86,200.03,74.83
ORD0000750,2022-03-23,North,Retail,Enterprise,Grocery,2,32.33,0.15,54.96,35.1,19.86
ORD0000751,2022-09-16,North,Online,SMB,Home,1,53.71,0.0,53.71,31.52,22.19
ORD0000752,2025-12-21,North,Retail,Consumer,Grocery,1,39.66,0.0,39.66,26.04,13.62
ORD0000753,2025-06-01,West,Wholesale,SMB,Home,1,282.1,0.0,282.1,178.55,103.55
ORD0000754,2024-04-17,South,Retail,Consumer,Home,1,200.62,0.05,190.59,147.55,43.04
ORD0000755,2022-11-08,Central,Online,SMB,Home,1,265.37,0.15,225.56,127.12,98.44
ORD0000756,2025-01-25,Central,Wholesale,Enterprise,Beauty,2,16.45,0.05,31.25,23.52,7.73
ORD0000757,2024-03-21,Central,Retail,SMB,Beauty,1,114.05,0.2,91.24,51.19,40.05
ORD0000758,2022-12-25,Central,Online,SMB,Grocery,1,26.08,0.15,22.17,15.49,6.68
ORD0000759,2024-04-28,West,Wholesale,SMB,Grocery,1,41.81,0.1,37.63,23.99,13.64
ORD0000760,2025-04-02,South,Online,Enterprise,Beauty,3,31.93,0.05,91.0,54.04,36.96
ORD0000761,2025-11-10,Central,Wholesale,Consumer,Home,3,154.58,0.2,370.99,251.82,119.17
ORD0000762,2025-03-20,North,Partner,Consumer,Beauty,1,66.32,0.0,66.32,49.57,16.75
ORD0000763,2022-11-02,East,Partner,Enterprise,Sports,1,235.48,0.1,211.93,136.76,75.17
ORD0000764,2022-01-09,East,Online,Enterprise,Electronics,2,788.97,0.0,1577.94,905.21,672.73
ORD0000765,2024-06-10,West,Wholesale,Consumer,Sports,4,268.3,0.2,858.56,522.88,335.68
ORD0000766,2022-03-15,East,Wholesale,SMB,Sports,1,255.27,0.0,255.27,152.99,102.28
ORD0000767,2023-02-26,Central,Wholesale,SMB,Beauty,4,114.02,0.1,410.47,266.05,144.42
ORD0000768,2025-08-10,North,Online,Enterprise,Home,1,184.45,0.15,156.78,103.28,53.5
ORD0000769,2022-10-24,Central,Retail,SMB,Grocery,1,21.23,0.1,19.11,14.85,4.26
ORD0000770,2025-07-28,North,Partner,SMB,Sports,1,261.63,0.0,261.63,192.93,68.7
ORD0000771,2022-02-22,North,Retail,SMB,Electronics,2,281.79,0.2,450.86,340.6,110.26
ORD0000772,2025-05-15,East,Retail,Consumer,Sports,4,266.54,0.0,1066.16,765.19,300.97
ORD0000773,2025-08-14,East,Retail,Consumer,Electronics,1,845.08,0.2,676.06,449.6,226.46
ORD0000774,2023-04-02,North,Retail,Consumer,Sports,2,261.54,0.0,523.08,317.79,205.29
ORD0000775,2025-06-09,West,Partner,Consumer,Home,1,389.58,0.2,311.66,175.93,135.73
ORD0000776,2022-07-21,North,Partner,Consumer,Sports,1,276.71,0.2,221.37,137.68,83.69
ORD0000777,2025-08-29,East,Retail,Enterprise,Sports,1,159.84,0.1,143.86,110.95,32.91
ORD0000778,2025-11-01,South,Partner,SMB,Electronics,1,754.12,0.05,716.41,540.58,175.83
ORD0000779,2024-10-06,Central,Wholesale,Consumer,Home,1,242.76,0.0,242.76,164.45,78.31
ORD0000780,2023-12-04,South,Partner,Enterprise,Electronics,2,567.68,0.0,1135.36,880.79,254.57
ORD0000781,2023-08-02,North,Wholesale,Consumer,Home,2,178.61,0.1,321.5,190.0,131.5
ORD0000782,2024-07-27,Central,Wholesale,SMB,Electronics,2,1156.77,0.05,2197.86,1527.03,670.83
ORD0000783,2025-07-22,South,Wholesale,Consumer,Apparel,2,90.62,0.2,144.99,101.92,43.07
ORD0000784,2025-05-23,Central,Online,SMB,Apparel,1,59.04,0.15,50.18,30.42,19.76
ORD0000785,2022-01-21,North,Retail,Enterprise,Apparel,4,91.91,0.0,367.64,245.74,121.9
ORD0000786,2022-08-15,Central,Online,SMB,Grocery,1,20.77,0.0,20.77,16.16,4.61
ORD0000787,2022-04-11,Central,Online,Enterprise,Sports,4,53.64,0.0,214.56,133.45,81.11
ORD0000788,2024-05-01,South,Online,Enterprise,Home,1,364.91,0.1,328.42,220.87,107.55
ORD0000789,2023-02-20,North,Wholesale,Enterprise,Apparel,2,137.8,0.0,275.6,158.02,117.58
ORD0000790,2024-11-21,North,Online,Enterprise,Home,1,282.94,0.05,268.79,172.88,95.91
ORD0000791,2025-11-29,Central,Retail,SMB,Sports,1,59.84,0.15,50.86,38.41,12.45
ORD0000792,2024-01-16,West,Partner,Consumer,Grocery,5,6.21,0.0,31.05,24.18,6.87
ORD0000793,2024-02-01,East,Wholesale,Enterprise,Grocery,1,25.1,0.0,25.1,15.88,9.22
ORD0000794,2022-10-18,North,Retail,SMB,Apparel,1,40.56,0.0,40.56,23.34,17.22
ORD0000795,2024-10-26,West,Online,Enterprise,Beauty,2,75.32,0.1,135.58,90.05,45.53
ORD0000796,2022-04-29,North,Retail,SMB,Apparel,5,74.95,0.0,374.75,285.9,88.85
ORD0000797,2023-05-10,East,Partner,Consumer,Electronics,3,1034.83,0.1,2794.04,1785.76,1008.28
ORD0000798,2023-04-01,Central,Retail,Consumer,Grocery,9,59.59,0.0,536.31,350.8,185.51
ORD0000799,2025-05-22,East,Online,SMB,Apparel,6,45.77,0.0,274.62,156.23,118.39
ORD0000800,2025-08-21,West,Retail,Enterprise,Electronics,1,623.59,0.0,623.59,353.62,269.97
ORD0000801,2022-11-13,North,Partner,Consumer,Apparel,1,59.69,0.0,59.69,45.62,14.07
ORD0000802,2025-04-17,South,Online,SMB,Electronics,1,697.76,0.2,558.21,401.37,156.84
ORD0000803,2024-11-04,South,Partner,Consumer,Electronics,1,535.34,0.0,535.34,358.58,176.76
ORD0000804,2023-04-14,North,Retail,SMB,Grocery,2,16.52,0.0,33.04,23.2,9.84
ORD0000805,2022-01-08,West,Online,Enterprise,Grocery,5,17.25,0.05,81.94,46.97,34.97
ORD0000806,2025-11-08,East,Retail,Consumer,Home,1,397.79,0.0,397.79,241.49,156.3
ORD0000807,2024-03-31,North,Online,Consumer,Sports,3,215.88,0.05,615.26,348.17,267.09
ORD0000808,2025-01-17,Central,Partner,SMB,Apparel,3,148.78,0.15,379.39,217.38,162.01
ORD0000809,2023-02-02,West,Wholesale,Consumer,Electronics,2,869.82,0.05,1652.66,1122.86,529.8
ORD0000810,2025-04-21,South,Online,Enterprise,Sports,1,64.27,0.0,64.27,42.5,21.77
ORD0000811,2023-01-14,North,Online,SMB,Beauty,1,118.43,0.15,100.67,56.42,44.25
ORD0000812,2023-05-07,South,Wholesale,SMB,Electronics,2,421.0,0.15,715.7,437.79,277.91
ORD0000813,2025-12-29,North,Retail,Consumer,Home,2,98.25,0.05,186.67,121.47,65.2
ORD0000814,2025-01-18,South,Wholesale,Enterprise,Grocery,1,28.69,0.0,28.69,19.98,8.71
ORD0000815,2022-08-28,North,Retail,Consumer,Electronics,1,1007.77,0.0,1007.77,709.92,297.85
ORD0000816,2023-12-26,Central,Partner,Enterprise,Electronics,1,1074.65,0.1,967.19,602.76,364.43
ORD0000817,2025-03-04,East,Retail,SMB,Beauty,11,35.64,0.1,352.84,210.63,142.21
ORD0000818,2023-12-28,Central,Retail,Enterprise,Beauty,3,73.71,0.0,221.13,153.13,68.0
ORD0000819,2022-02-15,Central,Wholesale,SMB,Sports,8,146.03,0.1,1051.42,623.12,428.3
ORD0000820,2022-09-01,West,Retail,Enterprise,Grocery,3,43.7,0.2,104.88,66.73,38.15
ORD0000821,2024-11-12,North,Wholesale,SMB,Beauty,1,54.39,0.0,54.39,33.58,20.81
ORD0000822,2023-10-19,East,Wholesale,SMB,Grocery,4,42.49,0.15,144.47,94.48,49.99
ORD0000823,2024-01-07,South,Partner,Enterprise,Electronics,1,954.71,0.15,811.5,568.42,243.08
ORD0000824,2025-10-16,Central,Online,SMB,Home,2,268.69,0.15,456.77,252.98,203.79
ORD0000825,2024-01-09,East,Retail,SMB,Sports,1,38.74,0.1,34.87,23.39,11.48
ORD0000826,2023-11-22,South,Partner,Consumer,Sports,1,59.31,0.2,47.45,34.14,13.31
ORD0000827,2024-01-27,South,Wholesale,SMB,Apparel,4,55.08,0.05,209.3,117.2,92.1
ORD0000828,2024-06-18,South,Retail,SMB,Home,1,191.64,0.0,191.64,112.19,79.45
ORD0000829,2023-07-30,North,Retail,Consumer,Electronics,4,1122.07,0.2,3590.62,2177.48,1413.14
ORD0000830,2024-05-24,Central,Online,Consumer,Sports,2,81.92,0.2,131.07,95.73,35.34
ORD0000831,2023-07-11,North,Partner,SMB,Sports,1,167.84,0.1,151.06,117.42,33.64
ORD0000832,2023-01-16,East,Wholesale,Consumer,Sports,1,241.16,0.15,204.99,130.27,74.72
ORD0000833,2025-10-23,Central,Retail,SMB,Electronics,1,824.57,0.0,824.57,492.74,331.83
ORD0000834,2022-07-21,South,Partner,Enterprise,Apparel,1,112.06,0.2,89.65,68.06,21.59
ORD0000835,2025-03-22,Central,Online,Enterprise,Home,4,83.66,0.1,301.18,188.19,112.99
ORD0000836,2024-07-31,West,Wholesale,Consumer,Electronics,1,437.37,0.05,415.5,258.28,157.22
ORD0000837,2023-04-13,West,Retail,SMB,Electronics,1,531.93,0.05,505.33,305.87,199.46
ORD0000838,2025-04-17,Central,Wholesale,SMB,Apparel,9,69.04,0.0,621.36,416.02,205.34
ORD0000839,2024-08-19,West,Partner,Consumer,Grocery,1,31.35,0.0,31.35,17.63,13.72
ORD0000840,2025-05-11,Central,Partner,Consumer,Beauty,6,33.39,0.1,180.31,134.1,46.21
ORD0000841,2022-08-03,North,Wholesale,SMB,Home,3,313.15,0.15,798.53,520.08,278.45
ORD0000842,2023-03-12,South,Wholesale,Consumer,Grocery,1,5.12,0.0,5.12,3.88,1.24
ORD0000843,2024-06-04,East,Wholesale,Enterprise,Sports,2,167.1,0.0,334.2,254.46,79.74
ORD0000844,2022-12-13,East,Retail,Consumer,Electronics,1,710.6,0.05,675.07,388.99,286.08
